customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Monthly,Total
4860-IJUDE,Não,Male,0,Não,Não,13,Sim,Não,Fiber optic,Sim,Não,Não,Não,Não,Não,Month-to-month,Sim,Credit card (automatic),73.75,956.65
4860-YZGZM,Não,Male,0,Não,Não,10,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Não,Electronic check,20.0,185.4
4868-AADLV,Não,Male,1,Sim,Sim,66,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,One year,Sim,Electronic check,116.25,7862.25
4869-EPIUS,Não,Male,0,Sim,Não,56,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Sim,One year,Sim,Electronic check,80.9,4557.5
4871-JTKJF,Sim,Female,1,Não,Não,1,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Month-to-month,Sim,Electronic check,69.65,69.65
4872-JCVCA,Não,Female,0,Sim,Não,71,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Não,Não,Two year,Sim,Bank transfer (automatic),47.6,3377.8
4872-VXRIL,Não,Male,0,Não,Não,56,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,One year,Sim,Bank transfer (automatic),64.65,3665.55
4873-ILOLJ,Sim,Male,0,Não,Não,24,Sim,Não,Fiber optic,Não,Não,Não,Não,Sim,Sim,Month-to-month,Sim,Electronic check,90.35,2238.5
4877-EVATK,Sim,Male,0,Não,Não,1,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Não,Mailed check,20.0,20.0
4877-TSOFF,Não,Female,0,Sim,Sim,55,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Sim,One year,Sim,Bank transfer (automatic),75.75,4264.25
4878-BUNFV,Não,Male,0,Sim,Sim,42,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Não,Mailed check,20.7,828.85
4878-SMQBX,,Female,0,Não,Não,2,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Não,Bank transfer (automatic),18.75,53.15
4879-GZLFH,Não,Female,0,Sim,Sim,42,Sim,Não,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Month-to-month,Sim,Electronic check,92.15,3875.4
4881-GQJTW,Não,Male,0,Não,Não,14,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Não,Credit card (automatic),19.6,300.4
4881-JVQOD,Não,Male,1,Sim,Sim,10,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Sim,Month-to-month,Sim,Bank transfer (automatic),34.55,362.6
4883-KCPZJ,Não,Female,0,Sim,Sim,22,Sim,Sim,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Não,Credit card (automatic),25.25,555.4
4883-QICIH,Sim,Male,0,Sim,Sim,32,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Month-to-month,Sim,Bank transfer (automatic),69.75,2347.9
4884-LEVMQ,Não,Male,0,Sim,Não,39,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Sim,Bank transfer (automatic),20.45,790.0
4884-TVUQF,Não,Female,1,Não,Não,57,Sim,Sim,Fiber optic,Sim,Não,Sim,Sim,Não,Sim,Two year,Não,Credit card (automatic),101.3,5779.6
4884-ZTHVF,Não,Female,1,Não,Não,8,Sim,Não,Fiber optic,Não,Sim,Não,Não,Sim,Não,Month-to-month,Sim,Electronic check,87.1,713.6
4890-VMUAV,Não,Male,0,Não,Não,63,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Não,One year,Não,Electronic check,71.5,4576.3
4891-NLUBA,Não,Female,0,Sim,Sim,61,Não,Sem serviço de telefone,DSL,Não,Sim,Sim,Sim,Sim,Sim,Two year,Sim,Bank transfer (automatic),61.45,3751.15
4892-VLANZ,Sim,Male,0,Não,Não,1,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Não,Mailed check,19.8,19.8
4893-GYUJU,Não,Female,0,Não,Não,50,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,One year,Sim,Mailed check,19.35,1033.0
4895-TMWIR,Sim,Male,1,Sim,Não,11,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Não,Mailed check,19.95,214.75
4896-CPRPF,Não,Male,0,Sim,Sim,35,Sim,Sim,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Não,Bank transfer (automatic),25.45,809.25
4897-QSUYC,Sim,Female,0,Não,Não,1,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Sim,Mailed check,20.15,20.15
4900-MSOMT,Não,Female,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Não,Two year,Não,Bank transfer (automatic),80.2,5714.2
4902-OHLSK,Sim,Female,1,Não,Não,29,Sim,Sim,Fiber optic,Não,Não,Não,Sim,Sim,Sim,Month-to-month,Não,Electronic check,98.65,2862.75
4903-CNOZC,Não,Male,0,Não,Não,29,Sim,Sim,DSL,Não,Sim,Sim,Não,Não,Sim,One year,Não,Credit card (automatic),70.9,1964.6
4903-UYAVB,Sim,Male,0,Sim,Não,5,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Não,Mailed check,19.35,126.05
4905-JEFDW,Sim,Male,0,Não,Não,11,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Não,Sim,Não,One year,Sim,Electronic check,41.6,470.6
4906-ZHGPK,Não,Male,0,Sim,Sim,54,Sim,Sim,DSL,Não,Sim,Não,Sim,Sim,Não,One year,Sim,Electronic check,70.7,3770.0
4908-XAXAY,Não,Female,1,Não,Não,49,Sim,Não,Fiber optic,Não,Sim,Sim,Não,Não,Sim,One year,Sim,Bank transfer (automatic),89.85,4287.2
4909-JOUPP,Não,Male,1,Sim,Não,72,Sim,Sim,Fiber optic,Não,Sim,Sim,Sim,Sim,Sim,Two year,Não,Credit card (automatic),109.7,7898.45
4910-AQFFX,Sim,Male,0,Sim,Sim,9,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Não,Não,Month-to-month,Sim,Bank transfer (automatic),79.35,661.25
4910-GMJOT,Sim,Female,0,Não,Não,1,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Sim,Month-to-month,Sim,Electronic check,94.6,94.6
4911-BANWH,Sim,Female,0,Não,Sim,31,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Não,Month-to-month,Sim,Credit card (automatic),86.55,2697.4
4912-PIGUY,Não,Female,0,Não,Não,1,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Não,Month-to-month,Sim,Electronic check,84.6,84.6
4913-EHYUI,Sim,Male,1,Sim,Sim,56,Sim,Sim,Fiber optic,Sim,Não,Sim,Não,Sim,Sim,One year,Sim,Bank transfer (automatic),104.55,5794.65
4915-BFSXL,Não,Male,0,Sim,Sim,70,Sim,Sim,DSL,Sim,Não,Sim,Não,Sim,Não,Two year,Não,Credit card (automatic),68.95,4858.7
4918-FYJNT,Não,Female,1,Sim,Não,55,Sim,Sim,Fiber optic,Não,Sim,Sim,Sim,Não,Não,Month-to-month,Não,Electronic check,90.45,5044.8
4918-QLLIW,Sim,Male,0,Não,Não,3,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Month-to-month,Não,Credit card (automatic),53.4,188.7
4919-IKATY,Sim,Male,0,Sim,Sim,5,Sim,Sim,Fiber optic,Sim,Não,Sim,Não,Não,Não,Month-to-month,Sim,Electronic check,84.5,453.75
4919-MOAVT,Sim,Male,0,Não,Sim,3,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Month-to-month,Não,Electronic check,69.65,220.1
4922-CVPDX,Não,Female,0,Sim,Não,26,Sim,Não,DSL,Não,Sim,Sim,Não,Sim,Sim,Two year,Sim,Credit card (automatic),73.5,1905.7
4923-ADWXJ,Não,Female,0,Não,Não,25,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Sim,Month-to-month,Sim,Bank transfer (automatic),65.8,1679.65
4925-LMHOK,Sim,Male,0,Não,Não,15,Sim,Sim,DSL,Não,Sim,Não,Sim,Não,Não,Month-to-month,Sim,Credit card (automatic),58.6,939.7
4926-UMJZD,Não,Female,0,Sim,Não,31,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Month-to-month,Sim,Mailed check,49.2,1498.55
4927-WWOOZ,Não,Male,0,Sim,Não,2,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Sim,Não,Month-to-month,Sim,Electronic check,91.45,171.45
4929-BSTRX,Sim,Female,0,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Month-to-month,Sim,Mailed check,53.55,53.55
4929-ROART,Não,Male,0,Não,Não,18,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Não,Month-to-month,Não,Mailed check,56.25,969.85
4929-XIHVW,Não,Male,1,Sim,Não,2,Sim,Não,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Month-to-month,Sim,Credit card (automatic),95.5,181.65
4931-TRZWN,Não,Female,0,Não,Não,13,Sim,Não,DSL,Sim,Não,Não,Não,Sim,Sim,Month-to-month,Sim,Electronic check,71.95,923.85
4933-BSAIP,Não,Female,0,Sim,Não,40,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Não,Mailed check,19.1,780.1
4933-IKULF,Não,Female,1,Não,Não,17,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,One year,Não,Mailed check,20.65,330.6
4936-YPJNK,Não,Female,0,Não,Não,10,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Sim,Mailed check,19.9,199.45
4937-QPZPO,Não,Male,0,Sim,Sim,61,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Sim,Sim,One year,Sim,Electronic check,99.9,6241.35
4939-KYYPY,Não,Male,0,Não,Não,27,Sim,Sim,DSL,Não,Não,Sim,Sim,Não,Não,Month-to-month,Não,Electronic check,59.45,1611.65
4940-KHCWD,Não,Female,0,Sim,Não,60,Não,Sem serviço de telefone,DSL,Sim,Sim,Não,Sim,Não,Não,Two year,Não,Bank transfer (automatic),37.7,2288.7
4942-VZZOM,Não,Male,0,Sim,Não,64,Sim,Sim,DSL,Sim,Não,Não,Não,Sim,Não,One year,Sim,Credit card (automatic),66.15,4392.5
4945-RVMTE,Não,Female,0,Não,Não,28,Sim,Não,DSL,Não,Não,Sim,Não,Sim,Não,Month-to-month,Sim,Bank transfer (automatic),59.55,1646.45
4946-EDSEW,Sim,Female,0,Sim,Sim,11,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Sim,Mailed check,19.25,180.3
4946-VTTND,,Male,0,Sim,Não,8,Sim,Não,Fiber optic,Sim,Não,Não,Não,Não,Não,Month-to-month,Sim,Mailed check,75.0,658.1
4947-DSMXK,Não,Male,0,Sim,Sim,34,Sim,Sim,Fiber optic,Não,Sim,Não,Não,Sim,Sim,Month-to-month,Sim,Bank transfer (automatic),97.7,3410.0
4948-WBBKL,Não,Female,1,Não,Não,36,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Não,Month-to-month,Sim,Bank transfer (automatic),74.9,2659.45
4950-BDEUX,Não,Male,0,Não,Não,35,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Não,Sim,Sim,Month-to-month,Não,Electronic check,49.2,1701.65
4950-HKQTE,Não,Female,0,Não,Não,22,Sim,Sim,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Não,Mailed check,26.25,605.9
4951-UKAAQ,Sim,Female,0,Não,Não,4,Sim,Sim,Fiber optic,Não,Sim,Não,Não,Não,Sim,Month-to-month,Sim,Electronic check,88.95,355.2
4952-YSOGZ,Sim,Female,0,Sim,Sim,4,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Sim,Month-to-month,Sim,Electronic check,85.95,381.3
4955-VCWBI,Não,Female,0,Sim,Sim,43,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,One year,Não,Mailed check,20.0,817.95
4957-SREEC,Não,Male,0,Sim,Sim,70,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Não,Credit card (automatic),20.35,1458.1
4957-TIALW,Não,Female,0,Não,Sim,15,Sim,Não,DSL,Sim,Sim,Sim,Sim,Não,Não,One year,Não,Credit card (automatic),65.6,1010.0
4957-TREIR,Não,Male,0,Não,Não,3,Sim,Não,DSL,Sim,Não,Não,Sim,Sim,Não,Month-to-month,Sim,Credit card (automatic),64.4,195.65
4958-GZWIY,Sim,Male,0,Sim,Sim,7,Sim,Não,DSL,Não,Não,Sim,Não,Não,Não,Month-to-month,Não,Electronic check,48.7,340.25
4958-XCBDQ,Sim,Male,1,Não,Não,35,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Month-to-month,Sim,Electronic check,101.4,3496.3
4959-JOSRX,Sim,Female,0,Sim,Não,2,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Month-to-month,Sim,Credit card (automatic),44.6,80.55
4962-CHQPW,Não,Male,0,Não,Sim,29,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,One year,Não,Mailed check,19.85,535.05
4967-WPNCF,Não,Male,0,Não,Não,72,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Two year,Sim,Bank transfer (automatic),63.7,4464.8
4971-PUYQO,Sim,Female,0,Não,Não,27,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Sim,Month-to-month,Sim,Mailed check,94.55,2724.6
4973-MGTON,Não,Female,0,Sim,Não,71,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Two year,Sim,Credit card (automatic),84.4,5969.3
4973-RLZVI,Não,Female,0,Não,Não,30,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Não,One year,Não,Credit card (automatic),74.65,2308.6
4976-LNFVV,Não,Male,1,Sim,Não,19,Não,Sem serviço de telefone,DSL,Não,Sim,Sim,Não,Não,Não,Month-to-month,Sim,Credit card (automatic),34.3,577.15
4979-HPRFL,Não,Male,0,Sim,Sim,56,Sim,Sim,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Não,Bank transfer (automatic),24.15,1402.25
4980-URKXC,Não,Male,0,Sim,Não,36,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,One year,Não,Bank transfer (automatic),20.85,720.05
4981-FLTMF,Não,Female,0,Sim,Sim,57,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,Month-to-month,Não,Bank transfer (automatic),65.2,3687.85
4983-CCWMC,Não,Male,0,Não,Não,3,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Month-to-month,Sim,Mailed check,69.6,207.4
4983-CLMLV,Não,Female,0,Sim,Não,52,Sim,Sim,Fiber optic,Não,Sim,Não,Sim,Sim,Sim,Month-to-month,Sim,Credit card (automatic),102.7,5138.1
4986-MXSFP,Não,Female,0,Não,Não,2,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Sim,Mailed check,20.0,40.9
4987-GQWPO,Não,Male,0,Não,Não,17,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Month-to-month,Não,Credit card (automatic),25.1,382.8
4988-BNLTU,,Male,0,Não,Não,30,Sim,Sim,Fiber optic,Sim,Não,Não,Não,Sim,Sim,Month-to-month,Sim,Bank transfer (automatic),100.4,2936.25
4988-IQIGL,Sim,Male,1,Não,Não,1,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Não,Month-to-month,Sim,Electronic check,75.35,75.35
4988-RZJHG,,Female,0,Sim,Não,8,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Sim,Month-to-month,Sim,Electronic check,84.9,764.95
4989-LIXVT,Não,Male,1,Não,Não,68,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Não,Sim,Month-to-month,Sim,Electronic check,95.9,6503.2
4990-ALDGW,Não,Male,0,Não,Não,57,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Não,Mailed check,20.75,1118.8
4992-LTJNE,Não,Male,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Não,Two year,Não,Bank transfer (automatic),55.3,3983.6
4993-JCRGJ,Não,Male,0,Não,Não,26,Sim,Sim,Fiber optic,Não,Não,Sim,Sim,Não,Não,Month-to-month,Sim,Mailed check,84.3,2281.6
4994-OBRSZ,Não,Male,0,Não,Sim,14,Sim,Não,DSL,Sim,Sim,Sim,Sim,Não,Sim,Two year,Não,Bank transfer (automatic),76.1,1054.8
4998-IKFSE,Não,Female,0,Não,Não,30,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Month-to-month,Não,Electronic check,100.45,3096.9
4999-IEZLT,Não,Male,0,Não,Não,66,Não,Sem serviço de telefone,DSL,Não,Não,Não,Sim,Não,Não,One year,Não,Credit card (automatic),29.45,1983.15
5002-GCQFH,Não,Male,0,Sim,Não,49,Sim,Sim,Fiber optic,Sim,Sim,Não,Não,Sim,Não,Month-to-month,Sim,Bank transfer (automatic),93.85,4733.1
5003-OKNNK,Não,Female,0,Sim,Sim,15,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,One year,Não,Credit card (automatic),20.35,335.95
5003-XZWWO,Não,Male,0,Sim,Não,71,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Two year,Não,Credit card (automatic),84.2,5956.85
5006-MXVRN,Não,Female,0,Não,Não,39,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Não,Credit card (automatic),20.7,762.45
5010-IPEAQ,Não,Female,0,Sim,Sim,67,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Sim,Não,Two year,Não,Credit card (automatic),54.2,3623.95
5012-YSPJJ,Não,Male,0,Sim,Sim,31,Sim,Não,DSL,Não,Não,Sim,Sim,Não,Não,Month-to-month,Não,Mailed check,54.35,1647.0
5013-SBUIH,Sim,Female,0,Não,Não,50,Sim,Sim,Fiber optic,Sim,Sim,Não,Sim,Sim,Sim,Two year,Sim,Electronic check,109.65,5551.15
5014-GSOUQ,Não,Male,0,Não,Não,13,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Não,Mailed check,19.95,243.65
5014-WUQMG,Não,Male,0,Sim,Sim,47,Sim,Não,Fiber optic,Sim,Sim,Sim,Não,Não,Sim,One year,Sim,Electronic check,96.1,4391.45
5016-ETTFF,Sim,Male,0,Não,Não,10,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Não,Não,Não,Month-to-month,Não,Mailed check,29.5,255.25
5016-IBERQ,Não,Male,0,Sim,Não,23,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Não,Não,Month-to-month,Não,Electronic check,84.25,1968.1
5016-LIPDW,Não,Male,0,Sim,Sim,57,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,One year,Não,Mailed check,19.4,1061.6
5018-GWURO,Não,Female,0,Sim,Não,56,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Não,Month-to-month,Sim,Bank transfer (automatic),85.6,4902.8
5018-HEKFO,Não,Female,0,Não,Não,10,Sim,Sim,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Sim,Mailed check,24.5,270.15
5018-LXQQG,Não,Female,0,Sim,Sim,30,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Sim,Month-to-month,Não,Bank transfer (automatic),66.3,1923.5
5019-GQVCR,Não,Male,1,Não,Não,43,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Não,Month-to-month,Sim,Electronic check,84.85,3645.6
5020-ZSTTY,Sim,Female,1,Não,Não,54,Sim,Sim,DSL,Sim,Sim,Não,Sim,Sim,Sim,One year,Não,Bank transfer (automatic),82.45,4350.1
5022-JNQEQ,Não,Female,0,Sim,Sim,9,Sim,Não,Fiber optic,Não,Não,Não,Sim,Não,Não,Month-to-month,Sim,Electronic check,75.85,647.5
5022-KVDQT,Não,Male,0,Não,Não,27,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Não,Não,Month-to-month,Sim,Electronic check,81.3,2272.8
5025-GOOKI,Não,Female,0,Não,Não,20,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Sim,Credit card (automatic),18.9,347.65
5027-QPKTE,Sim,Male,0,Sim,Não,7,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Month-to-month,Sim,Electronic check,69.35,451.1
5027-XWQHA,Sim,Male,0,Não,Não,6,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Month-to-month,Não,Electronic check,44.75,270.95
5027-YOCXN,Não,Male,0,Sim,Sim,51,Sim,Sim,Fiber optic,Sim,Sim,Não,Sim,Sim,Sim,One year,Não,Credit card (automatic),110.05,5686.4
5028-GZLDO,Sim,Male,0,Não,Não,2,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Month-to-month,Não,Credit card (automatic),70.7,140.7
5028-HTLJB,Sim,Male,1,Não,Não,1,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Não,Mailed check,20.05,20.05
5032-MIYKT,Não,Female,0,Não,Não,1,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Month-to-month,Sim,Mailed check,70.7,70.7
5032-USPKF,Não,Female,0,Não,Não,38,Sim,Sim,DSL,Sim,Sim,Sim,Não,Sim,Sim,One year,Não,Bank transfer (automatic),84.1,3187.65
5035-BVCXS,Não,Male,0,Não,Não,11,Sim,Não,Fiber optic,Não,Sim,Não,Não,Não,Não,Month-to-month,Sim,Mailed check,75.9,866.4
5035-PGZXH,Não,Female,0,Não,Não,56,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Sim,Sim,One year,Sim,Electronic check,106.8,5914.4
5038-ETMLM,Não,Female,0,Sim,Não,72,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,Two year,Sim,Bank transfer (automatic),113.65,8182.75
5039-LZRQT,Não,Female,0,Não,Não,13,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,One year,Não,Mailed check,20.2,273.25
5043-TRZWM,Não,Female,0,Não,Não,1,Sim,Não,Fiber optic,Não,Não,Sim,Não,Não,Não,Month-to-month,Não,Electronic check,75.55,75.55
5044-LRQAQ,Não,Female,0,Sim,Não,7,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Month-to-month,Sim,Bank transfer (automatic),69.2,477.55
5044-XDPYX,Não,Female,0,Sim,Não,51,Sim,Sim,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Não,Mailed check,25.5,1281.25
5046-NUHWD,Não,Female,1,Sim,Não,29,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Não,Não,Sim,Month-to-month,Sim,Electronic check,45.0,1228.65
5047-LHVLY,Sim,Male,1,Não,Sim,1,Sim,Não,DSL,Não,Não,Sim,Não,Não,Não,Month-to-month,Sim,Mailed check,50.15,50.15
5049-GLYVG,Sim,Male,0,Não,Não,1,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Não,Mailed check,20.6,20.6
5049-MUBWG,Não,Male,0,Não,Não,26,Sim,Não,DSL,Sim,Não,Não,Sim,Sim,Sim,One year,Não,Bank transfer (automatic),75.0,1908.35
5052-PNLOS,Sim,Male,0,Não,Não,3,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Sim,Sim,Month-to-month,Sim,Bank transfer (automatic),105.35,323.25
5054-IEXZT,Sim,Male,0,Não,Sim,1,Sim,Não,Fiber optic,Não,Sim,Não,Não,Não,Não,Month-to-month,Sim,Electronic check,75.35,75.35
5055-BRMNE,Não,Female,0,Sim,Sim,67,Sim,Sim,Fiber optic,Sim,Não,Não,Sim,Sim,Sim,Two year,Não,Credit card (automatic),106.7,7009.5
5055-MGMGF,Não,Female,0,Sim,Não,65,Sim,Sim,Fiber optic,Sim,Não,Sim,Não,Sim,Sim,Month-to-month,Sim,Electronic check,105.05,6914.95
5056-FIMPT,Não,Female,0,Não,Sim,43,Sim,Não,Fiber optic,Sim,Sim,Não,Sim,Sim,Sim,One year,Sim,Credit card (automatic),106.0,4532.3
5057-LCOUI,Sim,Female,0,Não,Não,39,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Não,Sim,Sim,Month-to-month,Sim,Electronic check,50.75,2011.4
5057-RKGLH,Não,Female,0,Sim,Sim,9,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Não,Mailed check,20.35,191.1
5060-TQUQN,Não,Male,0,Sim,Sim,30,Sim,Sim,Fiber optic,Não,Sim,Não,Sim,Não,Não,Month-to-month,Sim,Bank transfer (automatic),83.55,2570.2
